District Name,nces_id,Dissimilarity,State,Size
Upland Unified,600016,0.017748067951453124,California,3386
Apple Valley Unified,600017,0.12803263889438116,California,3983
Dublin Unified,600019,0.019625046333608814,California,3441
Pleasanton Unified,600020,0.05019286886500238,California,5003
Lake Elsinore Unified,600027,0.1291149411901712,California,7090
Temecula Valley Unified,600028,0.0848563507411534,California,9520
Murrieta Valley Unified,600029,0.12391873158810335,California,8251
Redondo Beach Unified,600032,0.0061497527346425955,California,3160
Natomas Unified,600036,0.13146207295888823,California,5028
Tracy Joint Unified,600047,0.16530003211268235,California,5817
Paso Robles Joint Unified,600048,0.02914144003299056,California,2443
Porterville Unified,600064,0.1547004572733371,California,6919
Dinuba Unified,600065,0.019468186134852798,California,2212
Alhambra Unified,600153,0.1840689129287157,California,6376
Turlock Unified,600158,0.03054688331368988,California,4792
Twin Rivers Unified,601332,0.3007869405668554,California,5934
Santa Barbara Unified,601414,0.07051434352575602,California,6437
ABC Unified,601620,0.1319836293974225,California,6740
Acalanes Union High,601650,0.08771068366482986,California,5429
Alameda Unified,601770,0.07666959578207379,California,3172
Alvord Unified,602430,0.28533221887665505,California,5703
Anaheim Union High,602630,0.34465729429390896,California,20179
Antelope Valley Union High,602820,0.3499802165619181,California,22303
Antioch Unified,602850,0.06506596690589751,California,4605
Azusa Unified,603600,0.14064909351362692,California,2200
Baldwin Park Unified,603690,0.113973063973064,California,3584
Beaumont Unified,604290,0.005716128516247044,California,3285
Bellflower Unified,604440,0.2997067816019964,California,4842
Berkeley Unified,604740,0.02280369659121686,California,3274
Bonita Unified,605610,0.08028072365995628,CALIFORNIA,3216
Brawley Union High,605820,0.044892200216804,California,2048
Burbank Unified,606450,0.2851303496482267,California,5139
Calexico Unified,606900,0.0687120485778204,California,3136
Campbell Union High,607230,0.2092730380529563,California,8320
Capistrano Unified,607440,0.09480554955046606,California,15463
Carlsbad Unified,607500,0.09368565162431496,California,3805
Castro Valley Unified,607800,0.01060137109137716,California,2825
Centinela Valley Union High,607920,0.1966642991844432,California,5910
Central Unified,607970,0.1542793063472664,California,4441
Central Union High,608010,0.1405711336024925,California,4092
Ceres Unified,608130,0.20750922283026646,California,4361
Chaffey Joint Union High,608160,0.37945930744796214,California,23468
Chico Unified,608370,0.09542510422870759,California,3887
Chino Valley Unified,608460,0.13850241863816548,California,9116
Claremont Unified,608760,0.0058913952854449045,California,2398
Clovis Unified,609030,0.1578292369573872,California,13138
Coachella Valley Unified,609070,0.4779951613716168,California,5455
Colton Joint Unified,609390,0.384284571650229,California,6366
Compton Unified,609620,0.15251598554350845,California,4916
Conejo Valley Unified,609640,0.04829837869534571,California,6412
Corona-Norco Unified,609850,0.25785913759940177,California,17610
Cotati-Rohnert Park Unified,609940,0.10978688194082761,California,2005
Covina-Valley Unified,610050,0.14317430107889592,California,4187
Culver City Unified,610260,0.0,California,2228
Davis Joint Unified,610620,0.07921423878539155,California,2437
Delano Joint Union High,610860,0.08868735040903081,California,4055
Desert Sands Unified,611110,0.3511122010298695,California,9086
Downey Unified,611460,0.013790718934841913,California,8109
East Side Union High,611820,0.3410782635063636,California,21615
El Dorado Union High,612070,0.07008472002857105,California,6869
El Monte Union High,612120,0.3468269434121877,California,8090
El Rancho Unified,612180,0.014998895515794159,California,2533
Elk Grove Unified,612330,0.3029618783181502,California,20370
Escondido Union High,612910,0.2717870078597706,California,7158
Fairfield-Suisun Unified,613360,0.2269996625256883,California,6863
Fallbrook Union High,613530,0.03731529626039193,California,2125
Folsom-Cordova Unified,613890,0.18604130924748546,California,6586
Fontana Unified,613920,0.20995745659422793,California,12064
Fremont Unified,614400,0.21317725789669595,California,10398
Fremont Union High,614430,0.2615040813185074,California,10250
Fresno Unified,614550,0.34464410272259716,California,18263
Fullerton Joint Union High,614760,0.13045640545289555,California,13413
Galt Joint Union High,614820,0.10494438159879338,California,2199
Garden Grove Unified,614880,0.46054155441870215,California,13431
Gilroy Unified,615180,0.12186254017880668,California,3927
Glendale Unified,615240,0.19249683532164646,California,7177
Glendora Unified,615270,0.0011266526154435543,California,2385
Grossmont Union High,616230,0.3241202919991811,California,17044
Hacienda la Puente Unified,616325,0.24490588176552827,California,5167
Hanford Joint Union High,616500,0.11508646392367324,California,4128
Hayward Unified,616740,0.15074959584786865,California,5212
Hemet Unified,616920,0.22640063963784404,California,7978
Huntington Beach Union High,618060,0.40136107634082085,California,15082
Jefferson Union High,618930,0.4963330018619146,California,3920
Jurupa Unified,619260,0.20513629615150114,California,5993
Kern High,619540,0.4874579960985563,California,42521
South Monterey County Joint Union High,619650,0.41303625377643505,California,2748
Kings Canyon Joint Unified,619700,0.2122928307972005,California,2816
Las Virgenes Unified,621000,0.038237472414687584,California,3727
Liberty Union High,621600,0.10854330186010476,California,8275
Lincoln Unified,621690,0.011903417797061257,California,3200
Livermore Valley Joint Unified,622110,0.021498693185440204,California,4214
Lodi Unified,622230,0.35211153498249886,California,8673
Lompoc Unified,622410,0.3361788388985866,California,2962
Long Beach Unified,622500,0.3738425956921462,California,21819
Los Angeles Unified,622710,0.5505586435135662,California,125407
Los Banos Unified,622740,0.21444366345320123,California,3479
Los Gatos-Saratoga Union High,622800,0.3614026610289379,California,3375
Lucia Mar Unified,623080,0.17102033609845613,California,3338
Lynwood Unified,623160,0.22861356932153395,California,4088
Madera Unified,623340,0.19972121590001038,California,6045
Manteca Unified,623610,0.2310953915633058,California,8094
Marysville Joint Unified,624090,0.23656368048129559,California,2766
Milpitas Unified,624500,0.03847553066970357,California,3207
Merced Union High,624660,0.11532728367356385,California,11177
Modesto City High,625150,0.2054287265430173,California,15311
Montebello Unified,625470,0.14279222036137793,California,7697
Monterey Peninsula Unified,625530,0.31150418965108384,California,3215
Moreno Valley Unified,625800,0.21268822258143869,California,9749
Morgan Hill Unified,625830,0.06454542390526873,California,2839
Morongo Unified,625860,0.13927576833578242,California,2192
Mountain View-Los Altos Union High,626310,0.03519223442326269,California,4514
Mt. Diablo Unified,626370,0.4315688491057466,California,7780
Napa Valley Unified,626640,0.27886126061341515,California,5902
Nevada Joint Union High,626880,0.05181097317586131,California,2481
New Haven Unified,626910,0.01837790572826469,California,3580
Newport-Mesa Unified,627240,0.4488092570031067,California,7615
Norwalk-La Mirada Unified,627690,0.42099322302895215,California,5192
Novato Unified,627720,0.14660599165718619,California,2635
Oakland Unified,628050,0.5160983494356123,California,10226
Oceanside Unified,628250,0.037605014907532555,California,5056
Orange Unified,628650,0.29260864395695857,California,8273
Oroville Union High,629130,0.13022085147721177,California,2427
Oxnard Union High,629270,0.5483636033170943,California,17361
Pajaro Valley Unified,629490,0.7061493059794574,California,5574
Palm Springs Unified,629550,0.1358472698995255,California,6769
Palo Alto Unified,629610,0.08533046654359444,California,3878
Palos Verdes Peninsula Unified,629700,0.20072791085826072,California,3795
Paramount Unified,629850,0.09517382854675016,California,4683
Pasadena Unified,629940,0.15954056588278587,California,5829
Perris Union High,630210,0.3396221956496982,California,10381
Petaluma Joint Union High,630250,0.1809480828744747,California,3215
Pittsburg Unified,630600,0.006126766333698342,California,3824
Placentia-Yorba Linda Unified,630660,0.3355975418971195,California,7797
Placer Union High,630750,0.13005674863248853,California,4128
Pomona Unified,631320,0.2758597422226652,California,6973
Poway Unified,631530,0.09893614739539346,California,11616
Redlands Unified,632070,0.09097218311877431,California,6563
Rialto Unified,632370,0.17390023610878225,California,7812
West Contra Costa Unified,632550,0.4439217267801722,California,7775
Riverside Unified,633150,0.2998046682102135,California,12599
Roseville Joint Union High,633630,0.12616924640425453,California,10571
Rowland Unified,633750,0.178752467429925,California,3827
Sacramento City Unified,633840,0.337574556313525,California,12403
Saddleback Valley Unified,633860,0.13128112931474595,California,8407
Salinas Union High,633980,0.5073179451837615,California,12095
San Benito High,634140,0.015069559111009913,California,3491
San Bernardino City Unified,634170,0.32895125917549956,California,13283
San Diego Unified,634320,0.4562836780617004,California,28554
San Dieguito Union High,634380,0.19055799310681165,California,8888
San Francisco Unified,634410,0.25952699872553814,California,15697
San Jacinto Unified,634440,0.018573320575132925,California,2831
San Jose Unified,634590,0.3306056344696231,California,8620
San Juan Unified,634620,0.2407188414477359,California,12644
San Leandro Unified,634680,0.027861187182444944,California,2856
San Lorenzo Unified,634710,0.13810396893874033,California,3137
San Luis Coastal Unified,634800,0.041884172856247126,California,2545
San Marcos Unified,634880,0.17726889584413966,California,6785
San Mateo Union High,634980,0.22835049178260622,California,9056
San Rafael City High,635110,0.1663071665404116,California,2608
San Ramon Valley Unified,635130,0.3935703541680544,California,10514
Sanger Unified,635250,0.004901846089052176,California,3641
Santa Ana Unified,635310,0.2498138004644726,California,14606
Santa Clara Unified,635430,0.09664242040902385,California,4164
Santa Cruz City High,635600,0.17375345395312122,California,3468
Santa Maria Joint Union High,635670,0.5295170179386466,California,9242
Santa Monica-Malibu Unified,635700,0.14454396188732438,California,3255
Santa Rosa High,635830,0.3212281155622043,California,7709
Sequoia Union High,636390,0.117864023265307,California,8633
Shasta Union High,636600,0.19774981020273838,California,4258
Simi Valley Unified,636840,0.05141299924534354,California,5249
Snowline Joint Unified,636970,0.021697401553330657,California,2260
Victor Valley Union High,636972,0.1705352940816938,California,10226
South San Francisco Unified,637530,0.10846290731935003,California,2644
Stockton Unified,638010,0.21491740844072452,California,11083
Sweetwater Union High,638640,0.2207866947947757,California,26586
Tamalpais Union High,638790,0.06627271766685029,California,5038
Torrance Unified,639420,0.18989773967594603,California,7647
Tulare Joint Union High,639930,0.04660049697463183,CALIFORNIA,5764
Tustin Unified,640150,0.2589832522725993,California,8164
Vacaville Unified,640590,0.13316231612761584,California,4491
Vallejo City Unified,640740,0.08582898831168581,California,3118
Ventura Unified,640980,0.14150983496027905,California,5375
Visalia Unified,641160,0.1502941315112933,CALIFORNIA,9561
Vista Unified,641190,0.2692447793490021,California,6343
Walnut Valley Unified,641280,0.12006308382499883,California,4764
Washington Unified,641580,0.017308010911518637,California,2433
West Covina Unified,642000,0.06349934469200526,California,3192
Western Placer Unified,642140,0.0500505841631423,California,2355
Whittier Union High,642480,0.21972339032077193,California,10767
William S. Hart Union High,642510,0.21497424804840076,California,15372
Woodland Joint Unified,643080,0.022481702601767257,California,3034
Yuba City Unified,643470,0.10359649530152815,California,3751
Yucaipa-Calimesa Joint Unified,643560,0.02234688371636718,California,3079
Irvine Unified,684500,0.1635299519733408,California,10628
Val Verde Unified,691135,0.025661407093063218,California,6591
State Charter School Institute,800020,0.45859320960592337,Colorado,4081
Academy School District No. 20 in the county of El Paso an,801920,0.10661273360065686,Colorado,8940
Aurora Joint District No. 28 of the counties of Adams and A,802340,0.327184002509712,Colorado,10453
Boulder Valley School District No. Re2,802490,0.11911780975251038,Colorado,9694
School District 27J,802580,0.09057240072626381,Colorado,5662
Byers School District No. 32J,802700,0.15482348111658453,Colorado,2695
Cherry Creek School District No. 5 in the county of Arapah,802910,0.21629881133590473,Colorado,17843
Colorado Springs School District No. 11 in the county of E,803060,0.18204467921948214,Colorado,7393
School District No. 1 in the county of Denver and State of C,803360,0.531868993432249,COLORADO,28220
Douglas County School District No. Re 1,803450,0.16994339644584183,Colorado,20175
Eagle County School District No. Re 50,803540,0.15575855897257723,COLORADO,2411
El Paso County Colorado School District 49,803870,0.16534333277429797,Colorado,9949
Poudre School District R-1,803990,0.15576309275120825,Colorado,8869
Fountain School District No. 8 in the county of El Paso an,804080,0.006919149726167261,Colorado,2084
Mesa County Valley School District No. 51,804350,0.15225789456353517,Colorado,5885
GreeleySchool District No. 6 in the county of Weld and Sta,804410,0.08688260290994942,COLORADO,5776
Harrison School District No. 2 in the county of El Paso an,804530,0.24923694599294033,Colorado,3355
Jefferson County School District No. R-1,804800,0.3409852911788302,Colorado,25057
Littleton School District No. 6 in the county of Arapahoe,805310,0.19088471588843042,Colorado,4901
St. Vrain Valley School District No. Re1J,805370,0.264851270040535,Colorado,9957
Thompson School District R-2J,805400,0.09844620085126732,Colorado,4564
Lewis-Palmer Consolidated School District No. 38 in the co,805820,0.012246943664923265,Colorado,2357
Pueblo School District No. 60 in the county of Pueblo and,806120,0.11648952010397795,Colorado,4007
Pueblo County School District 70,806150,0.08741264685706604,Colorado,3198
School District No. 3 in the county of El Paso and State of,806480,0.011776974556794165,Colorado,2448
Adams 12 Five Star Schools,806900,0.3495693356351594,Colorado,10626
Westminster Public Schools,807230,0.07473693532674766,Colorado,2571
Weld County Reorganized School District No. Re-4,807350,0.10647837890597485,COLORADO,2339
Connecticut Technical Education and Career System,900002,0.4107653758722253,Connecticut,11474
Bridgeport School District,900450,0.19551363482384826,Connecticut,5100
Bristol School District,900510,0.051844046364594304,Connecticut,2346
Capitol Region Education Council,900700,0.09766705282578762,Connecticut,3128
Fairfield School District,901530,0.14054913824217,Connecticut,2920
Hartford School District,901920,0.34137938198590007,Connecticut,5154
Meriden School District,902400,0.10172253138211917,Connecticut,2302
New Haven School District,902790,0.3369853842341709,Connecticut,5855
Norwalk School District,903090,0.06125127735608396,Connecticut,3844
Stamford School District,904320,0.047124383993692114,Connecticut,4882
Stratford School District,904440,0.05673602446002737,Connecticut,2128
Waterbury School District,904830,0.17276266181088112,Connecticut,4605
West Hartford School District,904920,0.06392254863183633,Connecticut,2862
Appoquinimink School District,1000080,0.026223175073329746,Delaware,3163
Christina School District,1000200,0.14033533260632491,Delaware,3048
Colonial School District,1000230,0.007508218046986977,Delaware,2359
Indian River School District,1000680,0.219904446023849,Delaware,3027
Brandywine School District,1001240,0.12788994065115544,Delaware,3115
New Castle County Vocational-Technical School District,1001280,0.22816753315030083,Delaware,4684
Red Clay Consolidated School District,1001300,0.24169573904572333,Delaware,4695
District of Columbia Public Schools,1100030,0.7121330662827815,District of Columbia,11093
ALACHUA,1200030,0.21690520481378836,Florida,8733
BAY,1200090,0.2980357467220257,Florida,7544
BREVARD,1200150,0.2586147886063843,Florida,23966
BROWARD,1200180,0.3394274649994088,FLORIDA,84723
CHARLOTTE,1200240,0.16639514085079754,Florida,5366
CITRUS,1200270,0.12146332548775265,Florida,4898
CLAY,1200300,0.36371345795481014,FLORIDA,12816
COLLIER,1200330,0.45174180391309704,Florida,14461
COLUMBIA,1200360,0.1253133256554434,Florida,2874
MIAMI-DADE,1200390,0.45648051127168915,FLORIDA,106745
DUVAL,1200480,0.36150260207977747,Florida,36005
ESCAMBIA,1200510,0.26287348180182557,Florida,10999
FLAGLER,1200540,0.031036519984801225,Florida,4378
HARDEE,1200750,0.01200325342440567,Florida,2599
HENDRY,1200780,0.13261599715289826,Florida,2377
HERNANDO,1200810,0.0817236684938639,Florida,7124
HIGHLANDS,1200840,0.14217432134738767,Florida,3420
HILLSBOROUGH,1200870,0.31496534440787977,Florida,63330
INDIAN RIVER,1200930,0.09628795144317304,Florida,5531
LAKE,1201050,0.14085699778237504,Florida,13490
LEE,1201080,0.32034363956923384,FLORIDA,29807
LEON,1201110,0.4574589277986366,Florida,9464
LEVY,1201140,0.13270397397573414,Florida,2446
MANATEE,1201230,0.2946181308482435,Florida,15601
MARION,1201260,0.18799119004133702,Florida,12934
MARTIN,1201290,0.1322673323005896,Florida,6000
MONROE,1201320,0.0813702454110937,Florida,2834
NASSAU,1201350,0.25481138220151595,Florida,3139
OKALOOSA,1201380,0.15757276226785133,Florida,8445
ORANGE,1201440,0.31958031367248385,Florida,64431
OSCEOLA,1201470,0.3108647456034202,Florida,23773
PALM BEACH,1201500,0.441605169929809,Florida,60673
PASCO,1201530,0.17743825821635517,Florida,24513
PINELLAS,1201560,0.2756950494110061,Florida,29347
POLK,1201590,0.2419783137787114,Florida,33885
PUTNAM,1201620,0.2364064799203585,Florida,4232
SANTA ROSA,1201650,0.15679357605241134,Florida,9134
SARASOTA,1201680,0.21006918759240367,Florida,13360
SEMINOLE,1201710,0.16443015473570305,Florida,21130
ST. JOHNS,1201740,0.08236731329434197,Florida,15192
ST. LUCIE,1201770,0.11563293845196672,FLORIDA,15791
VOLUSIA,1201920,0.2648087412492624,Florida,19434
WALTON,1201980,0.1609585226207854,Florida,3158
Troup County,1300001,0.18720512621760585,Georgia,3557
Atlanta Public Schools,1300120,0.6271454363693958,Georgia,13759
Barrow County,1300290,0.03536938131842071,Georgia,3756
Bartow County,1300330,0.202487671356193,Georgia,4069
Bibb County,1300420,0.455555375656407,Georgia,5336
Bryan County,1300570,0.01687843714849946,Georgia,3050
Bulloch County,1300630,0.4100461133069829,Georgia,3416
Carroll County,1300840,0.19981064871241577,Georgia,4387
Catoosa County,1300930,0.2247628456548363,Georgia,3401
Savannah-Chatham County,1301020,0.4893401414080692,Georgia,9261
Cherokee County,1301110,0.1807887540125736,Georgia,13769
Clarke County,1301170,0.20075045857326934,Georgia,3372
Clayton County,1301230,0.19728203758439267,Georgia,16654
Cobb County,1301290,0.44863807805082784,Georgia,36361
Columbia County,1301410,0.1872478407532155,Georgia,8927
Coweta County,1301500,0.08415775527621712,Georgia,7331
DeKalb County,1301740,0.6856443280261773,Georgia,27297
Dougherty County,1301830,0.26161455153589785,Georgia,3600
Douglas County,1301860,0.4455016954897475,Georgia,8766
Effingham County,1301980,0.06514225156925085,Georgia,3879
Fayette County,1302130,0.4625695562883998,Georgia,6895
Floyd County,1302190,0.25294819996381834,Georgia,3380
Forsyth County,1302220,0.23310549103539865,GEORGIA,16833
Fulton County,1302280,0.513319029144375,Georgia,28956
Glynn County,1302400,0.19519903268464384,Georgia,3769
Gordon County,1302430,0.2489603677302511,Georgia,2000
Griffin-Spalding County,1302520,0.3132343814586708,Georgia,2785
Gwinnett County,1302550,0.3500176914276416,Georgia,59111
Hall County,1302610,0.3592103165187085,GEORGIA,8790
Henry County,1302820,0.4862269798390522,Georgia,15133
Houston County,1302880,0.27591200213576744,Georgia,9073
Jackson County,1302940,0.04644181626560481,Georgia,2906
Liberty County,1303300,0.18233315972557115,Georgia,2770
Marietta City,1303510,0.00323683883109362,Georgia,2610
Murray County,1303840,0.07565237220896354,Georgia,2191
Muscogee County,1303870,0.42830922786261255,Georgia,8918
Newton County,1303930,0.37179224212589446,Georgia,6055
Oconee County,1303960,0.050532963058109504,Georgia,2758
Paulding County,1304020,0.2027329371685169,Georgia,10041
Polk County,1304200,0.2672398468629007,Georgia,2369
Richmond County,1304380,0.3300703611286922,Georgia,8965
Rockdale County,1304410,0.0998411289957406,Georgia,5299
Walker County,1305370,0.10136874155400666,Georgia,2393
Walton County,1305390,0.1976934322378039,Georgia,4326
Whitfield County,1305700,0.3041402080659326,Georgia,3904
Hawaii Department of Education,1500030,0.3346394690294899,Hawaii,51229
BOISE INDEPENDENT DISTRICT,1600360,0.13899636623322786,Idaho,6107
VALLIVUE SCHOOL DISTRICT,1600600,0.05830210795334448,IDAHO,2897
COEUR D'ALENE DISTRICT,1600780,0.0726647700331911,Idaho,3292
BONNEVILLE JOINT DISTRICT,1600930,0.07752252472323766,Idaho,4533
IDAHO FALLS DISTRICT,1601530,0.13141183653656535,Idaho,3210
JEFFERSON COUNTY JOINT DISTRICT,1601570,0.05755688525257461,Idaho,2009
JOINT SCHOOL DISTRICT NO. 2,1602100,0.13013157852334287,Idaho,13176
NAMPA SCHOOL DISTRICT,1602340,0.09457027873726953,Idaho,4273
POCATELLO DISTRICT,1602640,0.03875005603119815,Idaho,4027
TWIN FALLS DISTRICT,1603240,0.20161372747197842,Idaho,2901
CHSD 117,1703870,0.008096803388935647,Illinois,2646
Township HSD 214,1704170,0.2834517664649263,Illinois,12073
Belleville Twp HSD 201,1705640,0.05599867360964372,Illinois,4829
Belvidere CUSD 100,1705790,0.17488461136147695,Illinois,2713
Bloom Twp HSD 206,1706420,0.22115506766602647,Illinois,2927
CHSD 218,1706540,0.3835273571235894,Illinois,5403
Bremen CHSD 228,1707050,0.5440364664922182,Illinois,5198
Cons HSD 230,1708400,0.024724982929974965,Illinois,7787
CUSD 300,1708550,0.3306614865784804,Illinois,6569
Champaign CUSD 4,1709420,0.08581796930873925,Illinois,3008
City of Chicago SD 299,1709930,0.6072135192154624,ILLINOIS,98139
CHSD 155,1711370,0.15951418852590005,Illinois,5598
Decatur SD 61,1711850,0.03665282296375205,Illinois,2230
CHSD 99,1712570,0.19036839761321356,Illinois,4887
Edwardsville CUSD 7,1713530,0.0,Illinois,2367
SD U-46,1713710,0.3656627470307404,Illinois,12200
DuPage HSD 88,1713940,0.23137215063258496,Illinois,3948
Evanston Twp HSD 202,1714490,0.0,ILLINOIS,3727
Glenbard Twp HSD 87,1716830,0.18875881433939956,Illinois,7914
Grayslake CHSD 127,1717550,0.048764549631973714,Illinois,2680
Twp HSD 113,1719080,0.2673182005777961,Illinois,3298
Hinsdale Twp HSD 86,1719320,0.07494643722617714,Illinois,3894
Joliet Twp HSD 204,1720610,0.28246087328332503,Illinois,6958
Leyden CHSD 212,1722740,0.3606820955093597,Illinois,3506
CHSD 128,1722830,0.23384649479677955,Illinois,3359
Lincoln Way CHSD 210,1723070,0.12797642930162761,Illinois,6665
Maine Township HSD 207,1724090,0.425652710733358,Illinois,6335
Moline-Coal Valley CUSD 40,1726400,0.0,Illinois,2170
J S Morton HSD 201,1726880,0.12925738514151314,Illinois,6979
Naperville CUSD 203,1727710,0.08704357740760307,Illinois,5271
Niles Twp HSD 219,1728530,0.07255294560045045,ILLINOIS,4619
McLean County USD 5,1728620,0.10447913043684001,ILLINOIS,3847
Northfield Twp HSD 225,1729010,0.11203988922219468,Illinois,5132
CUSD 308,1730270,0.018902279816955025,Illinois,5820
Township HSD 211,1730450,0.1465667309521456,Illinois,12121
Peoria SD 150,1731230,0.37314825760859577,ILLINOIS,4066
Plainfield SD 202,1731740,0.15332539216445432,Illinois,8982
Adlai E Stevenson HSD 125,1732580,0.0,Illinois,4392
Proviso Twp HSD 209,1732910,0.278403418712486,Illinois,4708
Quincy SD 172,1733000,0.0,Illinois,2019
Rich Twp HSD 227,1733420,0.0,Illinois,2687
Rockford SD 205,1734510,0.12567675484077406,Illinois,8025
Round Lake CUSD 116,1734990,0.0,Illinois,2244
Springfield SD 186,1737080,0.15261617162204116,Illinois,3937
St Charles CUSD 303,1737170,0.027491408934707917,ILLINOIS,4136
Thornton Fractional Twp HSD 215,1738940,0.30829678769395163,ILLINOIS,3330
Thornton Twp HSD 205,1738970,0.22920383493122137,ILLINOIS,4823
Valley View CUSD 365U,1740070,0.13359238221825318,Illinois,5337
Indian Prairie CUSD 204,1741690,0.10887772782616839,Illinois,8839
CUSD 200,1742180,0.0018522598098393572,Illinois,3821
Zion-Benton Twp HSD 126,1743890,0.05248101848301254,Illinois,2564
MSD Southwest Allen County Schls,1800030,0.013426626323751845,INDIANA,2583
Bartholomew Con School Corp,1800360,0.16912415134846892,Indiana,3753
Monroe County Community Sch Corp,1800630,0.06874789133956939,Indiana,3434
East Allen County Schools,1802850,0.43221301050449856,Indiana,4619
Evansville Vanderburgh School Corp,1803450,0.37055748701951186,Indiana,6206
Fort Wayne Community Schools,1803630,0.19933290507762552,Indiana,8244
Greater Clark County Schools,1803940,0.3490008328458541,Indiana,3175
School City of Hammond,1804320,0.1807077419036497,Indiana,3633
Indianapolis Public Schools,1804770,0.3008896131235479,Indiana,5557
MSD Lawrence Township,1805670,0.12261579041817541,Indiana,5099
New Albany-Floyd Co Con Sch,1807410,0.35348054448002353,Indiana,3801
Perry Township Schools,1808820,0.06503469924222491,Indiana,4776
